tail,private_from,private_basis,date_utc,airport,airport_name,city,region,country,first_heard_utc,last_heard_utc,first_heard_local,sources
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-15,KONT,Ontario International Airport,Ontario,US-CA,US,2024-07-15T08:34:12.220000+00:00,2024-07-15T08:50:14.180000+00:00,2024-07-15 01:34,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-15,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-07-15T09:39:25.810000+00:00,2024-07-15T09:41:34.880000+00:00,2024-07-15 02:39,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-17,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-07-17T11:52:36.180000+00:00,2024-07-17T12:50:08.780000+00:00,2024-07-17 04:52,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-18,KMKE,General Mitchell International Airport,Milwaukee,US-WI,US,2024-07-18T01:45:03.550000+00:00,2024-07-18T01:46:07.110000+00:00,2024-07-17 20:45,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-19,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-07-19T00:38:56.870000+00:00,2024-07-19T00:42:01.240000+00:00,2024-07-18 17:38,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-19,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-07-19T17:12:33.740000+00:00,2024-07-19T18:38:26.600000+00:00,2024-07-19 10:12,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-19,KTYQ,Indianapolis Executive Airport,Indianapolis,US-IN,US,2024-07-19T23:25:03.440000+00:00,2024-07-19T23:27:55.700000+00:00,2024-07-19 19:25,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-21,KMRY,Monterey Regional Airport,Monterey,US-CA,US,2024-07-21T00:22:14.510000+00:00,2024-07-21T00:25:28.790000+00:00,2024-07-20 17:22,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-21,KVNY,Van Nuys Airport,Van Nuys,US-CA,US,2024-07-21T01:11:13.150000+00:00,2024-07-21T01:58:47.290000+00:00,2024-07-20 18:11,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-21,KVNY,Van Nuys Airport,Van Nuys,US-CA,US,2024-07-21T18:20:05.150000+00:00,2024-07-21T19:41:43.310000+00:00,2024-07-21 11:20,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-22,KDFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US-TX,US,2024-07-22T16:30:47.040000+00:00,2024-07-22T17:11:34.300000+00:00,2024-07-22 11:30,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-22,KRNO,Reno Tahoe International Airport,Reno,US-NV,US,2024-07-22T20:20:58.660000+00:00,2024-07-22T20:25:56.410000+00:00,2024-07-22 13:20,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-23,KRNO,Reno Tahoe International Airport,Reno,US-NV,US,2024-07-23T12:32:21.330000+00:00,2024-07-23T13:14:48.230000+00:00,2024-07-23 05:32,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-23,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US-MN,US,2024-07-23T16:17:45.480000+00:00,2024-07-23T16:57:29.910000+00:00,2024-07-23 11:17,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-23,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-07-23T23:17:35.060000+00:00,2024-07-23T23:19:19.150000+00:00,2024-07-23 16:17,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-24,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-07-24T14:23:01.800000+00:00,2024-07-24T15:06:39.560000+00:00,2024-07-24 07:23,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-24,KLAS,Harry Reid International Airport,Las Vegas,US-NV,US,2024-07-24T15:53:42.140000+00:00,2024-07-24T17:11:04.070000+00:00,2024-07-24 08:53,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-25,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-07-25T01:33:36.780000+00:00,2024-07-25T01:43:17.540000+00:00,2024-07-24 18:33,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-25,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-07-25T17:55:48.170000+00:00,2024-07-25T20:06:59.230000+00:00,2024-07-25 10:55,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-26,KFMY,Page Field,Fort Myers,US-FL,US,2024-07-26T01:31:18.460000+00:00,2024-07-26T01:33:43.120000+00:00,2024-07-25 21:31,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-26,KFMY,Page Field,Fort Myers,US-FL,US,2024-07-26T12:38:22.140000+00:00,2024-07-26T12:46:02.500000+00:00,2024-07-26 08:38,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-28,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-07-28T02:09:28.590000+00:00,2024-07-28T02:55:29.900000+00:00,2024-07-27 19:09,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-29,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-07-29T23:01:02.650000+00:00,2024-07-30T00:06:01.970000+00:00,2024-07-29 16:01,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-07-31,KAUS,Austin Bergstrom International Airport,Austin,US-TX,US,2024-07-31T23:36:45.770000+00:00,2024-07-31T23:38:05.440000+00:00,2024-07-31 18:36,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-01,KAUS,Austin Bergstrom International Airport,Austin,US-TX,US,2024-08-01T15:59:38.480000+00:00,2024-08-01T17:56:30.370000+00:00,2024-08-01 10:59,adsbexchange-samples
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-01,KERV,Kerrville / Kerr County Airport at Louis Schreiner Field,Kerrville,US-TX,US,2024-08-01T17:51:11.380000+00:00,2024-08-01T19:49:09.410000+00:00,2024-08-01 12:51,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-01,KAUS,Austin Bergstrom International Airport,Austin,US-TX,US,2024-08-01T19:13:21.660000+00:00,2024-08-01T19:49:22.760000+00:00,2024-08-01 14:13,adsbexchange-samples
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-01,KMQS,Chester County G O Carlson Airport,Coatesville,US-PA,US,2024-08-01T22:58:49.200000+00:00,2024-08-01T23:59:32.560000+00:00,2024-08-01 18:58,adsbexchange-samples
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-02,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-02T05:51:05.490000+00:00,2024-08-02T05:55:08.380000+00:00,2024-08-01 22:51,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-02,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-02T17:27:33.240000+00:00,2024-08-02T18:39:20.540000+00:00,2024-08-02 10:27,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-02,KADS,Addison Airport,Dallas,US-TX,US,2024-08-02T20:42:50.380000+00:00,2024-08-02T20:42:50.380000+00:00,2024-08-02 15:42,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-03,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-03T04:47:28.500000+00:00,2024-08-03T05:20:03.090000+00:00,2024-08-02 21:47,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-04,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-08-04T13:37:04.740000+00:00,2024-08-04T14:17:43.720000+00:00,2024-08-04 06:37,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-04,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US-ID,US,2024-08-04T16:28:40.590000+00:00,2024-08-04T17:57:53.810000+00:00,2024-08-04 10:28,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-04,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-04T20:19:29.400000+00:00,2024-08-04T20:22:37.430000+00:00,2024-08-04 13:19,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-05,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-05T13:17:27.410000+00:00,2024-08-05T14:47:43.840000+00:00,2024-08-05 06:17,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-05,KLAS,Harry Reid International Airport,Las Vegas,US-NV,US,2024-08-05T15:37:08.110000+00:00,2024-08-05T15:48:23.880000+00:00,2024-08-05 08:37,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-05,KDFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US-TX,US,2024-08-05T18:11:23.170000+00:00,2024-08-05T19:01:36.240000+00:00,2024-08-05 13:11,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-05,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-05T21:08:51.810000+00:00,2024-08-05T21:11:44.170000+00:00,2024-08-05 14:08,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-06,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-06T12:07:34.060000+00:00,2024-08-06T13:01:36.280000+00:00,2024-08-06 05:07,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-06,KEGE,Eagle County Regional Airport,Eagle,US-CO,US,2024-08-06T14:56:12.180000+00:00,2024-08-06T14:56:12.180000+00:00,2024-08-06 08:56,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-07,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-07T06:11:14.360000+00:00,2024-08-07T06:12:59.610000+00:00,2024-08-06 23:11,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-08,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-08T13:36:51.110000+00:00,2024-08-08T13:42:05.530000+00:00,2024-08-08 06:36,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-08,KSAN,San Diego International Airport,San Diego,US-CA,US,2024-08-08T14:31:30.170000+00:00,2024-08-08T15:22:40.980000+00:00,2024-08-08 07:31,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-09,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-09T01:09:46.440000+00:00,2024-08-09T01:12:56.660000+00:00,2024-08-08 18:09,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-09,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-09T19:27:18.630000+00:00,2024-08-09T20:54:41.620000+00:00,2024-08-09 12:27,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-09,KRVS,Tulsa Riverside Airport,Tulsa,US-OK,US,2024-08-09T22:57:14.600000+00:00,2024-08-10T00:49:11.260000+00:00,2024-08-09 17:57,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-10,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-10T03:02:22.550000+00:00,2024-08-10T03:04:39.920000+00:00,2024-08-09 20:02,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-10,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-10T15:16:44.010000+00:00,2024-08-10T16:03:23.060000+00:00,2024-08-10 08:16,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-10,KSFO,San Francisco International Airport,San Francisco,US-CA,US,2024-08-10T17:40:33.110000+00:00,2024-08-10T18:57:05.200000+00:00,2024-08-10 10:40,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-10,KPVU,Provo Municipal Airport,Provo,US-UT,US,2024-08-10T20:16:42.600000+00:00,2024-08-10T20:34:01.350000+00:00,2024-08-10 14:16,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-10,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-08-10T21:41:25.370000+00:00,2024-08-10T21:44:35.690000+00:00,2024-08-10 14:41,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-11,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-08-11T14:10:24.180000+00:00,2024-08-11T14:41:25.380000+00:00,2024-08-11 07:10,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-11,KCOE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US-ID,US,2024-08-11T16:50:49.960000+00:00,2024-08-11T18:22:24.520000+00:00,2024-08-11 10:50,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-11,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-11T20:34:53.470000+00:00,2024-08-11T22:04:07.680000+00:00,2024-08-11 13:34,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-11,KABQ,Albuquerque International Sunport,Albuquerque,US-NM,US,2024-08-11T22:53:39.930000+00:00,2024-08-11T22:53:43.510000+00:00,2024-08-11 16:53,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-12,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-12T03:50:54.330000+00:00,2024-08-12T03:53:18.870000+00:00,2024-08-11 20:50,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-12,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-12T17:12:49.980000+00:00,2024-08-12T17:59:22.870000+00:00,2024-08-12 10:12,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-12,KELP,El Paso International Airport,El Paso,US-TX,US,2024-08-12T18:56:17.980000+00:00,2024-08-12T20:07:23.250000+00:00,2024-08-12 13:56,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-12,KEGE,Eagle County Regional Airport,Eagle,US-CO,US,2024-08-12T21:39:58.800000+00:00,2024-08-12T21:39:58.800000+00:00,2024-08-12 15:39,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-13,KHEF,Washington Manassas Harry P. Davis Field,Manassas,US-VA,US,2024-08-13T18:16:29.270000+00:00,2024-08-13T18:16:44.090000+00:00,2024-08-13 14:16,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-16,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-08-16T00:27:09.680000+00:00,2024-08-16T00:36:19.100000+00:00,2024-08-15 17:27,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-18,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-08-18T15:27:35.260000+00:00,2024-08-18T17:49:24.770000+00:00,2024-08-18 08:27,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-18,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-18T16:03:03.860000+00:00,2024-08-18T17:49:25.400000+00:00,2024-08-18 09:03,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-18,KRFD,Chicago Rockford International Airport,Chicago/Rockford,US-IL,US,2024-08-18T20:40:15.320000+00:00,2024-08-18T20:40:21.430000+00:00,2024-08-18 15:40,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-19,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-08-19T00:39:35.040000+00:00,2024-08-19T00:44:53.120000+00:00,2024-08-18 17:39,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-20,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-08-20T15:10:36.330000+00:00,2024-08-20T16:28:28.570000+00:00,2024-08-20 08:10,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-21,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-21T02:34:39.860000+00:00,2024-08-21T02:39:36.510000+00:00,2024-08-20 19:34,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-22,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-22T15:59:18.240000+00:00,2024-08-22T17:04:06.440000+00:00,2024-08-22 08:59,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-22,KHCR,Heber Valley Airport,Heber,US-UT,US,2024-08-22T18:06:57.250000+00:00,2024-08-22T18:07:19.470000+00:00,2024-08-22 12:06,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-22,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-22T23:20:41.540000+00:00,2024-08-22T23:23:53.490000+00:00,2024-08-22 16:20,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-23,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-23T15:01:34.520000+00:00,2024-08-23T15:40:52.530000+00:00,2024-08-23 08:01,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-23,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-23T21:36:48.250000+00:00,2024-08-23T21:39:50.740000+00:00,2024-08-23 14:36,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-25,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-25T12:25:33.740000+00:00,2024-08-25T13:38:23.650000+00:00,2024-08-25 05:25,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-25,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-08-25T16:39:02.930000+00:00,2024-08-25T18:07:47.480000+00:00,2024-08-25 09:39,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-25,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US-CA,US,2024-08-25T19:06:50.820000+00:00,2024-08-25T19:08:04.760000+00:00,2024-08-25 12:06,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-08-25,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US-CA,US,2024-08-25T23:30:27.200000+00:00,2024-08-25T23:36:55.010000+00:00,2024-08-25 16:30,airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-09-01,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-09-01T15:26:43.070000+00:00,2024-09-01T16:08:38.560000+00:00,2024-09-01 08:26,adsbexchange-samples
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-09-04,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-09-04T16:47:09.330000+00:00,2024-09-04T16:48:54.060000+00:00,2024-09-04 09:47,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-09-05,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-09-05T01:01:24.800000+00:00,2024-09-05T02:27:35.400000+00:00,2024-09-04 18:01,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-09-05,KMSN,Dane County Regional Truax Field,Madison,US-WI,US,2024-09-05T05:16:02.440000+00:00,2024-09-05T05:16:02.440000+00:00,2024-09-05 00:16,adsb-lol
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-09-05,KDPA,Dupage Airport,Chicago/West Chicago,US-IL,US,2024-09-05T21:36:43.230000+00:00,2024-09-06T01:42:07.870000+00:00,2024-09-05 16:36,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-09-06,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-09-06T04:56:00.140000+00:00,2024-09-06T04:58:18.970000+00:00,2024-09-05 21:56,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-09-06,KSDL,Scottsdale Airport,Scottsdale,US-AZ,US,2024-09-06T15:51:23.170000+00:00,2024-09-06T15:55:15.310000+00:00,2024-09-06 08:51,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-09-08,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-09-08T00:31:41.920000+00:00,2024-09-08T00:34:24.670000+00:00,2024-09-07 17:31,adsb-lol;airplanes-live
N582MM,2023-02-06,"Never LADD; FlightAware blocked=true (AeroAPI, Sep 2026) with no known start date, so the whole recovered record is listed",2024-09-10,KPHX,Phoenix Sky Harbor International Airport,Phoenix,US-AZ,US,2024-09-10T12:49:31.570000+00:00,2024-09-10T16:11:53.900000+00:00,2024-09-10 05:49,adsb-lol;airplanes-live
