visit_date,tail,ground_airport,ground_airport_name,ground_airport_city,lat,lon,median_dist_km,ground_points,first_seen_utc,last_seen_utc,sources,n_source_files,bucket,field_mro_on_field,field_is_us_customs_port,field_documented_mundane_reason,bucket_event_slug,bucket_event_date,bucket_event_city,bucket_event_who,bucket_event_airport,bucket_dist_to_event_city_mi,bucket_dist_to_event_airport_mi,bucket_gap_days,nearest_in_time_slug,nearest_in_time_date,nearest_in_time_city,nearest_in_time_gap_days,nearest_in_time_dist_mi,nearest_in_space_slug,nearest_in_space_date,nearest_in_space_city,nearest_in_space_dist_mi,nearest_in_space_gap_days,best_combined_slug,best_combined_date,best_combined_city,best_combined_who,best_combined_attendee_class,best_combined_dist_city_mi,best_combined_dist_airport_mi,best_combined_gap_days,best_combined_score,best_combined_event_airport,same_airport_as_event,in_overlaps_csv,overlaps_csv_ids,status,top5
2025-09-10,SU-BND,KPVU,Provo Municipal Airport,Provo,40.22982,-111.72769,1.29,583,2025-09-10T16:05:35.760000Z,2025-09-10T20:29:38.710000Z,adsb-lol;airplanes-live,4,SAME_AIRPORT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,20250910_orem,2025-09-10,"Orem, UT",Charlie,KPVU,4.9,0.8,+0,20250910_orem,2025-09-10,"Orem, UT",+0,4.9,20250910_orem,2025-09-10,"Orem, UT",4.9,+0,20250910_orem,2025-09-10,"Orem, UT",Charlie,CHARLIE_ONLY,4.9,0.8,+0,0.049,KPVU,yes,yes,EXTRA-006,KNOWN,"20250910_orem|2025-09-10|Orem,UT|Charlie|dist_city=4.9mi|dist_apt=0.8mi|gap=+0d|score=0.05 || 20250911_woodland_park|2025-09-11|Woodland Park,CO|Charlie|dist_city=364.9mi|dist_apt=387.1mi|gap=-1d|score=3.98 || 20250918_fort_collins|2025-09-18|Fort Collins,CO|Charlie|dist_city=351.2mi|dist_apt=354.0mi|gap=-8d|score=6.18 || 20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.1mi|gap=-20d|score=7.71 || 20250921_glendale|2025-09-21|Glendale,AZ|Erika|dist_city=463.4mi|dist_apt=464.2mi|gap=-11d|score=8.30"
2025-09-10,SU-BTT,KPVU,Provo Municipal Airport,Provo,40.22999,-111.72913,1.36,125,2025-09-10T13:07:53.650000Z,2025-09-10T13:13:16.090000Z,adsb-lol;airplanes-live,2,SAME_AIRPORT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,20250910_orem,2025-09-10,"Orem, UT",Charlie,KPVU,5.0,0.8,+0,20250910_orem,2025-09-10,"Orem, UT",+0,5.0,20250910_orem,2025-09-10,"Orem, UT",5.0,+0,20250910_orem,2025-09-10,"Orem, UT",Charlie,CHARLIE_ONLY,5.0,0.8,+0,0.05,KPVU,yes,yes,OWENS-041;SITE-005,KNOWN,"20250910_orem|2025-09-10|Orem,UT|Charlie|dist_city=5.0mi|dist_apt=0.8mi|gap=+0d|score=0.05 || 20250911_woodland_park|2025-09-11|Woodland Park,CO|Charlie|dist_city=365.0mi|dist_apt=387.2mi|gap=-1d|score=3.98 || 20250918_fort_collins|2025-09-18|Fort Collins,CO|Charlie|dist_city=351.3mi|dist_apt=354.0mi|gap=-8d|score=6.18 || 20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.1mi|gap=-20d|score=7.71 || 20250921_glendale|2025-09-21|Glendale,AZ|Erika|dist_city=463.4mi|dist_apt=464.2mi|gap=-11d|score=8.30"
2025-09-11,SU-BTT,KILG,Wilmington Airport,Wilmington,39.67057,-75.60369,0.94,4,2025-09-11T11:55:35.470000Z,2025-09-11T11:55:36.850000Z,adsb-lol;airplanes-live,2,KNOWN_TRANSIT,none of note,yes - well-established East Coast customs and fuel stop,US_CUSTOMS_PORT,,,,,,,,,20250911_woodland_park,2025-09-11,"Woodland Park, CO",+0,1567.7,20221003_newark,2022-10-03,"Newark, DE",8.2,+1074,20250924_blacksburg,2025-09-24,"Blacksburg, VA",TPUSA,TPUSA_NO_KIRK,310.6,310.7,-13,7.439,KBCB,no,no,,NEW,"20250924_blacksburg|2025-09-24|Blacksburg,VA|TPUSA|dist_city=310.6mi|dist_apt=310.7mi|gap=-13d|score=7.44 || 20250925_hanover|2025-09-25|Hanover,NH|Charlie|dist_city=327.8mi|dist_apt=322.0mi|gap=-14d|score=7.94 || 20250919_murfreesboro|2025-09-19|Murfreesboro,TN|Charlie|dist_city=646.5mi|dist_apt=643.6mi|gap=-8d|score=9.13 || 20250821_north_myrtle_beach|2025-08-21|North Myrtle Beach,SC|Charlie|dist_city=438.9mi|dist_apt=440.1mi|gap=+21d|score=11.39 || 20250922_minneapolis|2025-09-22|Minneapolis,MN|TPUSA|dist_city=971.2mi|dist_apt=967.5mi|gap=-11d|score=13.38"
2025-09-12,SU-BND,KPVU,Provo Municipal Airport,Provo,40.22969,-111.72791,1.29,1268,2025-09-12T13:37:35.890000Z,2025-09-12T22:17:03.880000Z,adsb-lol;airplanes-live,6,SAME_AIRPORT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,20250910_orem,2025-09-10,"Orem, UT",Charlie,KPVU,5.0,0.8,+2,20250911_woodland_park,2025-09-11,"Woodland Park, CO",+1,364.9,20250910_orem,2025-09-10,"Orem, UT",5.0,+2,20250910_orem,2025-09-10,"Orem, UT",Charlie,CHARLIE_ONLY,5.0,0.8,+2,0.716,KPVU,yes,no,,NEW,"20250910_orem|2025-09-10|Orem,UT|Charlie|dist_city=5.0mi|dist_apt=0.8mi|gap=+2d|score=0.72 || 20250911_woodland_park|2025-09-11|Woodland Park,CO|Charlie|dist_city=364.9mi|dist_apt=387.1mi|gap=+1d|score=3.98 || 20250918_fort_collins|2025-09-18|Fort Collins,CO|Charlie|dist_city=351.3mi|dist_apt=354.0mi|gap=-6d|score=5.51 || 20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.1mi|gap=-18d|score=7.05 || 20250921_glendale|2025-09-21|Glendale,AZ|Erika|dist_city=463.4mi|dist_apt=464.2mi|gap=-9d|score=7.63"
2025-10-02,T7-ELL,KIAD,Washington Dulles International Airport,Dulles,38.96159,-77.45752,1.91,588,2025-10-02T00:32:52.950000Z,2025-10-02T00:40:16.640000Z,adsb-lol;airplanes-live,4,DISTANT,,,NOT_IN_airports_csv,,,,,,,,,20250930_logan,2025-09-30,"Logan, UT",+2,1808.6,20250119_washington,2025-01-19,"Washington, DC",24.0,+255,20250924_blacksburg,2025-09-24,"Blacksburg, VA",TPUSA,TPUSA_NO_KIRK,200.9,201.1,+8,4.675,KBCB,no,no,,NEW,"20250924_blacksburg|2025-09-24|Blacksburg,VA|TPUSA|dist_city=200.9mi|dist_apt=201.1mi|gap=+8d|score=4.68 || 20250925_hanover|2025-09-25|Hanover,NH|Charlie|dist_city=424.1mi|dist_apt=418.7mi|gap=+7d|score=6.57 || 20250919_murfreesboro|2025-09-19|Murfreesboro,TN|Charlie|dist_city=536.5mi|dist_apt=533.5mi|gap=+12d|score=9.36 || 20251021_bloomington|2025-10-21|Bloomington,IN|TPUSA|dist_city=486.4mi|dist_apt=491.4mi|gap=-19d|score=11.20 || 20250922_minneapolis|2025-09-22|Minneapolis,MN|TPUSA|dist_city=909.9mi|dist_apt=905.6mi|gap=+10d|score=12.43"
2025-10-10,T7-ELL,KIAD,Washington Dulles International Airport,Dulles,38.94479,-77.45598,0.04,408,2025-10-10T17:22:22.450000Z,2025-10-10T18:15:07.530000Z,adsb-lol;airplanes-live,2,DISTANT,,,NOT_IN_airports_csv,,,,,,,,,20251009_grand_forks,2025-10-09,"Grand Forks, ND",+1,1158.8,20250119_washington,2025-01-19,"Washington, DC",23.8,+263,20250924_blacksburg,2025-09-24,"Blacksburg, VA",TPUSA,TPUSA_NO_KIRK,200.3,200.4,+16,7.336,KBCB,no,no,,NEW,"20250924_blacksburg|2025-09-24|Blacksburg,VA|TPUSA|dist_city=200.3mi|dist_apt=200.4mi|gap=+16d|score=7.34 || 20251021_bloomington|2025-10-21|Bloomington,IN|TPUSA|dist_city=486.6mi|dist_apt=491.6mi|gap=-11d|score=8.53 || 20250925_hanover|2025-09-25|Hanover,NH|Charlie|dist_city=425.0mi|dist_apt=419.5mi|gap=+15d|score=9.25 || 20251009_grand_forks|2025-10-09|Grand Forks,ND|TPUSA|dist_city=1158.8mi|dist_apt=1163.4mi|gap=+1d|score=11.92 || 20250919_murfreesboro|2025-09-19|Murfreesboro,TN|Charlie|dist_city=536.1mi|dist_apt=533.2mi|gap=+20d|score=12.03"
2025-10-10,T7-ELL,KORD,Chicago O'Hare International Airport,Chicago,41.96841,-87.92666,2.13,225,2025-10-10T22:36:31.810000Z,2025-10-10T22:45:31.910000Z,adsb-lol;airplanes-live,2,KNOWN_TRANSIT,UNKNOWN,yes,US_CUSTOMS_PORT,,,,,,,,,20251009_grand_forks,2025-10-09,"Grand Forks, ND",+1,607.3,20230617_deerfield,2023-06-17,"Deerfield, IL",14.2,+844,20251021_bloomington,2025-10-21,"Bloomington, IN",TPUSA,TPUSA_NO_KIRK,207.3,206.8,-11,5.74,KBMG,no,no,,NEW,"20251021_bloomington|2025-10-21|Bloomington,IN|TPUSA|dist_city=207.3mi|dist_apt=206.8mi|gap=-11d|score=5.74 || 20251009_grand_forks|2025-10-09|Grand Forks,ND|TPUSA|dist_city=607.3mi|dist_apt=611.8mi|gap=+1d|score=6.41 || 20251016_norman|2025-10-16|Norman,OK|TPUSA|dist_city=688.2mi|dist_apt=693.0mi|gap=-6d|score=8.88 || 20250922_minneapolis|2025-09-22|Minneapolis,MN|TPUSA|dist_city=338.4mi|dist_apt=333.2mi|gap=+18d|score=9.38 || 20250924_blacksburg|2025-09-24|Blacksburg,VA|TPUSA|dist_city=515.9mi|dist_apt=517.8mi|gap=+16d|score=10.49"
2025-10-11,SU-BTV,KILG,Wilmington Airport,Wilmington,39.67348,-75.60165,0.71,10,2025-10-11T15:09:53.720000Z,2025-10-11T15:10:32.740000Z,adsb-lol;airplanes-live,2,KNOWN_TRANSIT,none of note,yes - well-established East Coast customs and fuel stop,US_CUSTOMS_PORT,,,,,,,,,20251009_grand_forks,2025-10-09,"Grand Forks, ND",+2,1207.8,20221003_newark,2022-10-03,"Newark, DE",8.3,+1104,20250925_hanover,2025-09-25,"Hanover, NH",Charlie,TPUSA_NO_KIRK,327.6,321.8,+16,8.609,KLEB,no,no,,NEW,"20250925_hanover|2025-09-25|Hanover,NH|Charlie|dist_city=327.6mi|dist_apt=321.8mi|gap=+16d|score=8.61 || 20250924_blacksburg|2025-09-24|Blacksburg,VA|TPUSA|dist_city=310.8mi|dist_apt=310.9mi|gap=+17d|score=8.77 || 20251021_bloomington|2025-10-21|Bloomington,IN|TPUSA|dist_city=583.7mi|dist_apt=588.8mi|gap=-10d|score=9.17 || 20251009_grand_forks|2025-10-09|Grand Forks,ND|TPUSA|dist_city=1207.8mi|dist_apt=1212.4mi|gap=+2d|score=12.75 || 20250919_murfreesboro|2025-09-19|Murfreesboro,TN|Charlie|dist_city=646.6mi|dist_apt=643.7mi|gap=+21d|score=13.47"
2025-10-11,T7-ELL,KORD,Chicago O'Hare International Airport,Chicago,41.98393,-87.91879,1.3,7,2025-10-11T19:48:03.720000Z,2025-10-11T19:48:06.850000Z,adsb-lol;airplanes-live,2,KNOWN_TRANSIT,UNKNOWN,yes,US_CUSTOMS_PORT,,,,,,,,,20251009_grand_forks,2025-10-09,"Grand Forks, ND",+2,606.8,20230617_deerfield,2023-06-17,"Deerfield, IL",13.0,+845,20251021_bloomington,2025-10-21,"Bloomington, IN",TPUSA,TPUSA_NO_KIRK,208.1,207.6,-10,5.415,KBMG,no,no,,NEW,"20251021_bloomington|2025-10-21|Bloomington,IN|TPUSA|dist_city=208.1mi|dist_apt=207.6mi|gap=-10d|score=5.41 || 20251009_grand_forks|2025-10-09|Grand Forks,ND|TPUSA|dist_city=606.8mi|dist_apt=611.3mi|gap=+2d|score=6.74 || 20251016_norman|2025-10-16|Norman,OK|TPUSA|dist_city=689.2mi|dist_apt=694.0mi|gap=-5d|score=8.56 || 20250922_minneapolis|2025-09-22|Minneapolis,MN|TPUSA|dist_city=338.0mi|dist_apt=332.8mi|gap=+19d|score=9.71 || 20250924_blacksburg|2025-09-24|Blacksburg,VA|TPUSA|dist_city=516.2mi|dist_apt=518.1mi|gap=+17d|score=10.83"
2025-10-12,SU-BTV,KILG,Wilmington Airport,Wilmington,39.67177,-75.60354,0.81,1,2025-10-12T11:57:39.040000Z,2025-10-12T11:57:39.040000Z,airplanes-live,1,KNOWN_TRANSIT,none of note,yes - well-established East Coast customs and fuel stop,US_CUSTOMS_PORT,,,,,,,,,20251009_grand_forks,2025-10-09,"Grand Forks, ND",+3,1207.8,20221003_newark,2022-10-03,"Newark, DE",8.2,+1105,20251021_bloomington,2025-10-21,"Bloomington, IN",TPUSA,TPUSA_NO_KIRK,583.6,588.7,-9,8.836,KBMG,no,no,,NEW,"20251021_bloomington|2025-10-21|Bloomington,IN|TPUSA|dist_city=583.6mi|dist_apt=588.7mi|gap=-9d|score=8.84 || 20250925_hanover|2025-09-25|Hanover,NH|Charlie|dist_city=327.7mi|dist_apt=321.9mi|gap=+17d|score=8.94 || 20250924_blacksburg|2025-09-24|Blacksburg,VA|TPUSA|dist_city=310.6mi|dist_apt=310.7mi|gap=+18d|score=9.11 || 20251009_grand_forks|2025-10-09|Grand Forks,ND|TPUSA|dist_city=1207.8mi|dist_apt=1212.4mi|gap=+3d|score=13.08 || 20251016_norman|2025-10-16|Norman,OK|TPUSA|dist_city=1227.8mi|dist_apt=1234.3mi|gap=-4d|score=13.61"
2026-05-02,T7-ELL,MMUN,Cancún International Airport,Cancún,21.03947,-86.86368,1.03,65,2026-05-02T17:31:30.490000Z,2026-05-02T21:33:49.470000Z,airplanes-live,2,DISTANT,,,NOT_IN_airports_csv,,,,,,,,,20251029_oxford,2025-10-29,"Oxford, MS",+185,934.1,20250710_tampa,2025-07-10,"Tampa, FL",552.4,+293,20251027_baton_rouge,2025-10-27,"Baton Rouge, LA",TPUSA,TPUSA_NO_KIRK,701.6,707.9,+187,69.349,KBTR,no,no,,NEW,"20251027_baton_rouge|2025-10-27|Baton Rouge,LA|TPUSA|dist_city=701.6mi|dist_apt=707.9mi|gap=+187d|score=69.35 || 20251029_oxford|2025-10-29|Oxford,MS|TPUSA|dist_city=934.1mi|dist_apt=936.3mi|gap=+185d|score=71.01 || 20251021_bloomington|2025-10-21|Bloomington,IN|TPUSA|dist_city=1252.4mi|dist_apt=1251.1mi|gap=+193d|score=76.86 || 20251016_norman|2025-10-16|Norman,OK|TPUSA|dist_city=1168.9mi|dist_apt=1173.4mi|gap=+198d|score=77.69 || 20250919_murfreesboro|2025-09-19|Murfreesboro,TN|Charlie|dist_city=1023.9mi|dist_apt=1025.6mi|gap=+224d|score=84.91"
2026-05-13,SU-BND,KPVU,Provo Municipal Airport,Provo,40.22968,-111.72755,1.27,42,2026-05-13T23:12:54.180000Z,2026-05-13T23:59:05.070000Z,airplanes-live,1,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20251029_oxford,2025-10-29,"Oxford, MS",+196,1281.6,20250910_orem,2025-09-10,"Orem, UT",5.0,+245,20250930_logan,2025-09-30,"Logan, UT",TPUSA,TPUSA_NO_KIRK,104.5,108.1,+225,76.045,KLGU,no,no,,NEW,"20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.1mi|gap=+225d|score=76.05 || 20251007_bozeman|2025-10-07|Bozeman,MT|TPUSA|dist_city=378.3mi|dist_apt=384.5mi|gap=+218d|score=76.45 || 20251029_oxford|2025-10-29|Oxford,MS|TPUSA|dist_city=1281.6mi|dist_apt=1280.6mi|gap=+196d|score=78.15 || 20251016_norman|2025-10-16|Norman,OK|TPUSA|dist_city=856.8mi|dist_apt=850.3mi|gap=+209d|score=78.23 || 20251027_baton_rouge|2025-10-27|Baton Rouge,LA|TPUSA|dist_city=1338.6mi|dist_apt=1334.0mi|gap=+198d|score=79.39"
2026-05-14,SU-BND,KPVU,Provo Municipal Airport,Provo,40.22968,-111.72755,1.28,1,2026-05-14T00:00:14.870000Z,2026-05-14T00:00:14.870000Z,airplanes-live,1,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20251029_oxford,2025-10-29,"Oxford, MS",+197,1281.6,20250910_orem,2025-09-10,"Orem, UT",5.0,+246,20250930_logan,2025-09-30,"Logan, UT",TPUSA,TPUSA_NO_KIRK,104.5,108.1,+226,76.379,KLGU,no,no,,NEW,"20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.1mi|gap=+226d|score=76.38 || 20251007_bozeman|2025-10-07|Bozeman,MT|TPUSA|dist_city=378.3mi|dist_apt=384.5mi|gap=+219d|score=76.78 || 20251029_oxford|2025-10-29|Oxford,MS|TPUSA|dist_city=1281.6mi|dist_apt=1280.6mi|gap=+197d|score=78.48 || 20251016_norman|2025-10-16|Norman,OK|TPUSA|dist_city=856.8mi|dist_apt=850.3mi|gap=+210d|score=78.57 || 20251027_baton_rouge|2025-10-27|Baton Rouge,LA|TPUSA|dist_city=1338.6mi|dist_apt=1334.0mi|gap=+199d|score=79.72"
2026-05-20,SU-BND,KPVU,Provo Municipal Airport,Provo,40.20894,-111.72333,1.11,1019,2026-05-20T13:46:33.770000Z,2026-05-20T18:14:01.450000Z,airplanes-live,1,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20251029_oxford,2025-10-29,"Oxford, MS",+203,1281.1,20250910_orem,2025-09-10,"Orem, UT",6.3,+252,20250930_logan,2025-09-30,"Logan, UT",TPUSA,TPUSA_NO_KIRK,106.0,109.5,+232,78.393,KLGU,no,no,,NEW,"20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=106.0mi|dist_apt=109.5mi|gap=+232d|score=78.39 || 20251007_bozeman|2025-10-07|Bozeman,MT|TPUSA|dist_city=379.7mi|dist_apt=385.9mi|gap=+225d|score=78.80 || 20251029_oxford|2025-10-29|Oxford,MS|TPUSA|dist_city=1281.1mi|dist_apt=1280.1mi|gap=+203d|score=80.48 || 20251016_norman|2025-10-16|Norman,OK|TPUSA|dist_city=856.1mi|dist_apt=849.6mi|gap=+216d|score=80.56 || 20251027_baton_rouge|2025-10-27|Baton Rouge,LA|TPUSA|dist_city=1337.8mi|dist_apt=1333.3mi|gap=+205d|score=81.71"
2026-06-02,SU-BND,KPVU,Provo Municipal Airport,Provo,40.2304,-111.73196,1.51,169,2026-06-02T17:04:34.080000Z,2026-06-02T18:23:59.040000Z,airplanes-live,2,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20251029_oxford,2025-10-29,"Oxford, MS",+216,1281.8,20250910_orem,2025-09-10,"Orem, UT",5.0,+265,20250930_logan,2025-09-30,"Logan, UT",TPUSA,TPUSA_NO_KIRK,104.5,108.0,+245,82.711,KLGU,no,no,,NEW,"20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.5mi|dist_apt=108.0mi|gap=+245d|score=82.71 || 20251007_bozeman|2025-10-07|Bozeman,MT|TPUSA|dist_city=378.3mi|dist_apt=384.5mi|gap=+238d|score=83.12 || 20251029_oxford|2025-10-29|Oxford,MS|TPUSA|dist_city=1281.8mi|dist_apt=1280.8mi|gap=+216d|score=84.82 || 20251016_norman|2025-10-16|Norman,OK|TPUSA|dist_city=857.0mi|dist_apt=850.6mi|gap=+229d|score=84.90 || 20251027_baton_rouge|2025-10-27|Baton Rouge,LA|TPUSA|dist_city=1338.8mi|dist_apt=1334.3mi|gap=+218d|score=86.05"
2026-06-04,SU-BND,KPVU,Provo Municipal Airport,Provo,40.22725,-111.72828,1.05,168,2026-06-04T21:16:57.740000Z,2026-06-04T22:12:34.090000Z,airplanes-live,1,DISTANT,"Duncan Aviation (full-service airframe, engine, avionics, paint, interior)",no - not a routine international port of entry,MRO,,,,,,,,,20251029_oxford,2025-10-29,"Oxford, MS",+218,1281.6,20250910_orem,2025-09-10,"Orem, UT",5.1,+267,20250930_logan,2025-09-30,"Logan, UT",TPUSA,TPUSA_NO_KIRK,104.7,108.3,+247,83.38,KLGU,no,no,,NEW,"20250930_logan|2025-09-30|Logan,UT|TPUSA|dist_city=104.7mi|dist_apt=108.3mi|gap=+247d|score=83.38 || 20251007_bozeman|2025-10-07|Bozeman,MT|TPUSA|dist_city=378.5mi|dist_apt=384.7mi|gap=+240d|score=83.79 || 20251029_oxford|2025-10-29|Oxford,MS|TPUSA|dist_city=1281.6mi|dist_apt=1280.6mi|gap=+218d|score=85.48 || 20251016_norman|2025-10-16|Norman,OK|TPUSA|dist_city=856.8mi|dist_apt=850.3mi|gap=+231d|score=85.57 || 20251027_baton_rouge|2025-10-27|Baton Rouge,LA|TPUSA|dist_city=1338.6mi|dist_apt=1334.0mi|gap=+220d|score=86.72"
